id_biblioteca,nombre_biblioteca,id_depto,año_fundacion,dominio_email
1242,Bib.Pop. Juan Bautista Alberdi,6371,1927.0,gmail
2830,Bib.Pop. Maestro Diego Pombo,6371,1964.0,gmail
4178,Bib.Pop. Profesor Carlos Serraz,6371,1980.0,hotmail
1178,Bib.Pop. Bernardino Rivadavia,6371,1925.0,yahoo
3473,Bib.Pop. Maestra María Silva,6371,1945.0,hotmail
3728,Bib.Esc.Pop. Fray Mocho,6371,1980.0,
3994,Bib. Pop. Rioplatense,6371,2000.0,hotmail
4071,Bib.Pop. y Cen.Cul Villa Humberto,6371,1980.0,
4073,Bib.Pop. José Murillo,6371,1980.0,yahoo
3644,Bib.Pop. Hist. E. I. Munzon,6760,1996.0,hotmail
3658,Bib.Pop.y C.Rec. Entre todos,6760,1995.0,yahoo
4212,Bib.Pop. y Cen. Recr. El faro,6760,1980.0,gmail
125,Bib.Pop.Mun. D.F.Sarmiento,6760,1913.0,hotmail
2691,Bib.Pop. Rafael de Aguiar,6763,1947.0,
4116,Bib. Pop. Barrio del Carmen,6763,2000.0,gmail
226,Bib.Pop. Rafael Obligado,6770,,
1228,Bib.Pop. D.F.Sarmiento,6770,1927.0,gmail
997,Bib.Pop. D.F.Sarmiento,6778,1923.0,yahoo
1921,Bib.Pop. Bartolomé Mitre,6778,1936.0,
1502,Bib.Pop.y Museo José Manuel Estrada,6784,1930.0,yahoo
4367,Bib.Pop. La Vieja Escuela,6791,2011.0,gmail
1627,Bib.Pop. José Ingenieros,6791,1932.0,
238,Bib.Pop. Juan Bautista Alberdi,6791,1916.0,yahoo
240,Bib.Pop. Bernardino Rivadavia,6791,1908.0,hotmail
1194,Bib.Pop. Juan Antonio Salceda,6791,1919.0,
3001,Biblioteca Popular Sarmiento- Villa Italia- Tandil,6791,1980.0,yahoo
3010,Bib.Pop. Ernesto Valor,6791,1978.0,hotmail
3075,Bib.Pop. Juan L. Vatuone,6791,1984.0,yahoo
3302,Bib.Pop.Mun.Asoc.A. Sala abierta de lectura Inf-Juv,6791,1988.0,
3802,Bib.Pop. Paula Albarracín de Sarmiento,6791,1998.0,yahoo
3906,Bib.Pop. Bepo Ghezzi,6791,1999.0,gmail
3945,Bib.Pop. Monseñor Luis J. Actis,6791,1995.0,
4132,Bib. Pop. de las Mujeres,6791,1980.0,
4230,Bib. Pop. Martín Fierro,6791,1980.0,
3173,Bib.Pop.Mun. José Hernández,6798,1980.0,tapalque
3050,Bib.Pop. Ricardo Güiraldes,6805,1985.0,netben
3689,Bib.Pop. José Ingenieros,6805,1993.0,hotmail
4005,Bib. Pop. Mariano Moreno,6805,1980.0,hotmail
4319,Bib.Pop. y Museo del Cine Leonardo Favio,6805,2008.0,
3318,Bib.Pop.y C.Cult. El talar,6805,1992.0,yahoo
2863,Bib.Pop. Juan José Castelli,6805,1969.0,
3650,Bib. Pop. Unión de Educ. de Tigre,6805,1980.0,
3768,Bib.Pop. Lopez Camelo,6805,1999.0,
3475,Bib.Pop. Ricardo Rojas,6805,1996.0,
957,Bib.Pop. D.F.Sarmiento,6805,1916.0,
4216,Bib.Pop. Troncos del Talar,6805,2003.0,yahoo
4292,Ctro. Cult. Com. y Bib. Pop. Caraguatá,6805,2008.0,yahoo
4352,Bib. Pop. Seamos Libres,6805,2014.0,yahoo
3770,Bib.Mun.Pop. José Manuel Estrada,6812,1980.0,
3262,Bib.Pop. Gral. San Martín,6819,1980.0,gmail
3296,Bib.Pop. Mariano Moreno,6819,1993.0,gmail
966,Bib.Pop. Ernesto Tornquist,6819,1917.0,yahoo
4120,Bib.Pop. Macedonio Fernández,6819,2001.0,gmail
244,Bib.Pop.Pub. Rivadavia,6826,1903.0,yahoo
2405,Bib.Pop. Bartolomé Mitre,6826,1937.0,
3837,Bib.Pop. Dr. Bernardo A. Houssay,6833,1971.0,yahoo
3616,Bib.Pop. Almafuerte,6833,1963.0,
4017,Bib.Pop. Luz y Cultura,6833,1935.0,hotmail
1299,Bib.Pop.Pub. Amigos del libro,6833,1927.0,hotmail
3383,Bib.Pop. Un mundo de libros,6833,1994.0,3net
3267,Bib.Pop. San Francisco de Bellocq,6833,1993.0,yahoo
259,Bib.Pop. D.F.Sarmiento,6833,,3net
1388,Bib.Pop. José Ingenieros,6833,1930.0,gmail
4221,Bib. Pop. La tranquera,6833,1980.0,hotmail
4348,Bib.Pop. Hugo Delgiorgio,6833,2006.0,gmail
115,Bib.Pop. Juan Bautista Alberdi,6840,1914.0,yahoo
1028,Bib.Pop. Bartolomé Mitre,6840,1921.0,gmail
2275,Bib. Pop. Patria y labor,6840,1944.0,hotmail
3727,Bib.Pop. 15 de Agosto,6840,1997.0,hotmail
4193,Bib.Pop. General San Martín,6840,1946.0,gmail
4020,Bib. Pop. Ciudad Jardín,6840,2001.0,
2711,Bib.Pop. José Ingenieros,6840,1925.0,yahoo
860,Asoc.Cultural y Bib.Pop. Mariano Moreno,6840,1920.0,hotmail
1191,Inst.y Bib.Pop. Almafuerte,6840,1926.0,hotmail
2107,Bib.Pop. Bernardino Rivadavia,6847,1939.0,
3880,Bib.Pop. Nora Bombelli,6861,1999.0,
1019,Bib.Pop. Vicente López y Planes,6861,1921.0,
4129,Bib.Pop. Arandú,6861,1980.0,hotmail
4210,Bib. Pop. Sudestada,6861,2008.0,yahoo
3830,Bib.Pop. Bernardo Delom,6861,1958.0,yahoo
2928,Bib.Pop. Leon Adolfo Vienni,6861,1975.0,
2954,Bib.Pop. Rafael Obligado,6868,1975.0,
4195,Asoc.de Fomento Atlantica y Biblioteca Popular,6868,1980.0,
3648,Bib.Pop. Argerich,6875,1997.0,
3254,Bib.Pop. Hilario Ascasubi,6875,1982.0,gmail
3797,Bib.Pop.Esc. Cervantes,6875,1967.0,
2040,Bib.Pop. Bartolomé Mitre,6875,1939.0,yahoo
914,Bib.Pop. D.F.Sarmiento,6882,1922.0,hotmail
3871,Bib.Pop. Juventudes Ambateñas,10007,1980.0,
729,Bib.Pop. D.F.Sarmiento,10021,,
749,Bib.Pop. Obispo Esquiu,10035,1916.0,
3747,Bib. Pop. Julio Ricardo Figueroa,10035,1980.0,
3701,Bib.Pop. Salvador B. Herrera,10035,1980.0,
3560,Bib.Pop. Casa de la Cultura,10035,1996.0,
1045,Bib.Pop. Manuel Lainez,10035,1924.0,
730,Bib.Pop. D.F.Sarmiento,10042,1980.0,yahoo
3494,Bib.Pop. del Valle,10042,1995.0,
740,Bib.Pop. José M. Ramos Mejia,10042,1912.0,
3526,Bib.Pop. J. M. Estrada,10042,1980.0,
2365,Bib.Pop. Manuel Ponferrada,10049,1942.0,
3655,Bib.Pop. E. H. Mateo de Barros,10049,1980.0,
3660,Bib.Pop. Eulalia A. de Vildoza,10049,1997.0,
3712,Bib.Pop. San Luis Gonzaga,10049,1980.0,
3541,Bib.Pop. F. E. Casillo,10056,1980.0,
3017,Bib.Pop. María de las Nieves Medina,10063,1979.0,
2958,Bib.Pop. Alfonso de Jesús Robles,10063,1965.0,yahoo
2991,Bib.Pop. Esquiu,10063,1979.0,yahoo
2850,Bib.Pop. Juana R. Ahumada,10070,1980.0,
3653,Bib.Pop. Julio Pascual Robin,10070,1980.0,
3542,Bib.Pop. Tte.Coronel.M.D.S.Villafañe,10077,1996.0,
1020,Bib.Pop. Rafael Castillo,10077,1921.0,
4272,Biblioteca Popular Dr. Adán Quiroga,10084,2007.0,
3471,Bib.Pop. Pbro. Ramón Rosa Barros,10084,1992.0,
3579,Bib.Pop. San Roque,10063,1980.0,
742,Bib.Pop. Rafael Castillo,10091,1912.0,
3469,Bib.Pop. Luis Leopoldo Franco,10098,1980.0,hotmail
3654,Bib.Pop. Santa Rosa de Lima,10098,1997.0,yahoo
3630,Bib.Pop. Los Altos,10098,1997.0,
862,Bib.Pop. Carlos Guido Spano,10084,1918.0,
1377,Bib.Pop. Florentino Ameghino,10091,1928.0,
1053,Bib.Pop. Dr. A. del Pino,10105,1924.0,
3577,Bib.Pop. Pedro Salomon Chade,10112,1980.0,
3554,Bib.Mun.Pop. El motimo,10112,1980.0,
3493,Bib. Pop. Dr. Ramón S. Castillo,10112,1995.0,
2967,Bib.Pop. Segundo N. Herrera,10112,1980.0,hotmail
3393,Bib.Pub. Pop. Elba Ezquer de Quevedo,22036,1960.0,
3310,Bib.Pop.Pub. Augusto Raúl Cortazar,22039,1981.0,yahoo
3389,Bib.Pop. Rubén D. Dalla Fontana,22168,1995.0,yahoo
3325,Bib.Púb. Pop. Juan Bautista Alberdi,22105,1940.0,
3344,Asoc.Amig.Bib.Pop.Esc.Tec.Nº 5 Ing. Juan Col,22105,1980.0,hotmail
3409,Bib.Pop.Esc. Constancio C.Vigil,22105,1974.0,gmail
3507,Bib.Esc.Pop. Prof. Hugo D .Iglesia,22105,1991.0,hotmail
3553,Bib.Pub.Pop. General Julio de Vedia,22014,1980.0,
4105,Asc.Civ.Bib.Pop. La Leonesa,22014,2004.0,yahoo
2999,Bib.Pub. Pop. Gaspar Benavento,22014,1980.0,
3465,Bib. Pop. Pub. Juan M. de Pueyrredón,22028,1966.0,gmail
3671,Bib.Esc.Pop. Pedro Miguel Obligado,22028,1980.0,
3672,Bib.Esc.Pop. E.E.G.B.Nº 32 L.Roque Gondra,22028,1980.0,
2996,Bib.Esc. Pop. Monseñor de Carlo,22021,1980.0,
3003,Bib. Pop. Pub. Ana B. de Pibernus,22021,1980.0,hotmail
3491,Asoc.Amigos de la Bib.Pub.Pop.Marta Alcira Salotti,22043,1980.0,
3004,Bib.Pop.Pub. Monseñor J. Alumni,22049,1980.0,gmail
3548,Bib. Pop. Alejandro Maria Aguado,22056,1980.0,hotmail
3456,Bib. Pub. Pop.  Jaime Homar,22056,1980.0,yahoo
2907,Bib.Pop.Esc. Gral. Martín Güemes,22063,1980.0,yahoo
2297,Bib.Pop. Esc. Escuela Nº 421,22084,1945.0,yahoo
3457,Bib.Pop.Esc. D.Agueda Gomez de Tuckey,22084,1980.0,live
3459,Bib. Pub. Pop. Juana P. Manso Noronha,22084,1980.0,yahoo
3673,Bib.Esc.Pop. El zapallar,22084,1980.0,hotmail
3675,Bib.Esc.Pop. Prim. Nº 555 D. M. Sarmiento,22084,1980.0,
3612,Bib.Pub.Pop. Fray Rafael Gobelli,22084,1980.0,
3439,Bib. Pop. Pub. Almafuerte,22098,1960.0,gmail
3458,Bib.Pop.Esc. Asoc. A. J. L. Borges,22098,1976.0,vai
3555,Bib.Esc.Pop. Maestro Sarmiento,22098,1981.0,
3492,Bib. Pub. Pop. Cervantes,22112,1975.0,yahoo
3353,Asoc.Amig.Bib.Pop.Pub. José Manuel Estrada,22119,1967.0,hotmail
3014,Bib.Pop. Ilda Nelly Yuspa,22133,1982.0,
3582,Bib.Pub.Pop. Mayor L. J. Fontana,22133,1960.0,gmail
3674,Bib. Pub. Pop. Humberto Benito Andolfi,22133,1980.0,hotmail
783,Bib.Pub. Pop. Mariano Moreno,22140,1980.0,hotmail
3450,Bib.Pop.Esc. Juan Ramón Lestani,22140,1980.0,hotmail
4313,Bib.Pop.Asoc.Amigos Escuela Nº 43,22140,1981.0,hotmail
992,Bib.Pub. Pop. Bartolomé E. Pisarello,22140,1923.0,yahoo
3005,Bib.Pub. Pop. Centenario de la creación del Chaco,22140,1972.0,hotmail
779,Bib.Pop. Bernardino Rivadavia,22140,1909.0,yahoo
780,Bib. Esc. Pop.  Benjamín Zorrilla,22140,1901.0,
2198,Bib.Pop. Esc. Enrique Lynch Arribalzaga,22140,1942.0,yahoo
2549,Bib.Pop. Esc. Prisciliano Pérez,22140,1980.0,
2608,Bib.Pop. Esc. Remedios E. de San Martín,22140,1951.0,yahoo
2686,Bib.Pop.Tec. Gral. Manuel Belgrano,22140,1925.0,gmail
2692,Asoc. Amigos.Bib.Pub.Pop. Prof. Leopoldo Herrera,22140,1955.0,hotmail
3009,Bib.Pop. Celmira G. de Cabral,22140,1972.0,yahoo
3148,Bib.Pop. Hipólito Yrigoyen,22140,1986.0,hotmail
3184,Bib. Pop. Juan B. Justo,22140,1980.0,
3281,Bib.Pop.Esc. Dr. J. A. Torres,22140,1980.0,yahoo
3343,Bib.Pub.Pop. Profesor N. Rojas Acosta,22140,1957.0,
3345,Bib. Pop. Esc. Lidia Guasti de Rodriguez,22140,1975.0,yahoo
3349,Asoc.Amig.Bib.Pop.Esc. Alfonsina Storni,22140,1961.0,hotmail
3384,Asoc.Amigos.Bib.Pub.Pop. Gral. M. Belgrano,22140,1980.0,
3418,Bib.Pub. Pop. Josefa Lema de Urdapilleta,22140,1961.0,hotmail
3432,Bib.Pop.Esc. Herminia C. Brumana,22140,1970.0,hotmail
3437,Bib.Pop.Esc. El principito,22140,1980.0,yahoo
3446,Bib.Pop.Esc. Bartolomé Mitre,22140,1980.0,hotmail
3453,Bib.Pop.Pub. Evita,22140,1987.0,yahoo
3477,Bib.Pop.Pub. Juan Domingo Perón,22140,1991.0,yahoo
3534,Bib.Esc.Pop. Alfredo Veirave,22140,1984.0,hotmail
3535,Bib. Esc. Pop. Padre A. de Barzana,22140,1970.0,hotmail
3543,Bib.Pop.Esc. Gob. Manuel Obligado,22140,1961.0,hotmail
3564,Bib.Pub.Pop. Domingo Savio,22140,1980.0,
3670,Bib.Esc.Pop. D.F.Sarmiento,22140,1980.0,
2185,Bib.Pub. Pop. Dr. José Ingenieros,22147,1943.0,yahoo
3460,Bib. Pop. Esc. Nº 223 Wolf Schcolnik,22154,1981.0,ecomchaco
3549,Bib.Pop.Pub. D.Capozzolo,22154,1971.0,yahoo
3000,Bib.Pub.Pop. Ricardo Güiraldes,22154,1975.0,yahoo
3510,Bib.Pop. El porvenir,26007,1980.0,
3711,Bib. Pop. Agustín Pujol,26007,1980.0,
4180,Asoc. Civil y BiB P Gral Martín Miguel de Güemes,26007,1980.0,
4259,Bib.Pop. General Manuel Belgrano,26007,2008.0,hotmail
4326,Bib.Pop. Gral. Don José Francisco de San Martín,26007,1994.0,
4339,BIb. Pop. D. Raúl Alfonsín,26007,2011.0,hotmail
3277,Bib.Pop. Asunción Cobo,26007,1980.0,gmail
3959,Bib.Pop. Ruca Raqui Zuam,26014,1980.0,hotmail
4306,Bib. pop. Auca Lihuen de Villa El Blanco,26014,2011.0,hotmail
4047,Bib.Pop. Rincón de Libros,26014,2001.0,gmail
3821,Bib.Pop. El Maitén,26014,1993.0,gmail
4161,Bib. Pop. de Buenos Aires Chico-Niños Lectores,26014,1980.0,
3257,Bib.Pop. Angélica R. Nievas,26014,1980.0,
3037,Bib.Pop. Lago Puelo,26014,1980.0,yahoo
3316,Bib.Pop. Sofía Moll de Milton,26021,1993.0,
3506,Bib. Pop. Jorge Troncoso,26021,1980.0,hotmail
3569,Bib.Pub.Pop. de la Municip.de C.Rivadavia,26021,1980.0,
3800,Bib.Pop. Darío Hugo Fernández,26021,1992.0,
3899,Bib.Pop. Elum Duham,26021,1996.0,yahoo
4331,Bib.Pop. Astra,26021,2007.0,labibliotecadeastra
4249,Bib. Pop. Tolkeyén,26035,2007.0,yahoo
3773,Bib. Pop. Perito Francisco Pascacio Moreno,26035,1951.0,
3638,Bib.Pop. 28 de Julio,26042,1980.0,
2414,Bib.Pop. D.F.Sarmiento,26042,1943.0,
3041,Bib.Pop. Ricardo J. Berwyn,26042,1939.0,gmail
3235,Bib.Pop. Asencio Abeijon,26077,1991.0,
3378,Bib.Pop. del Barrio Luis Vernet,26077,1980.0,hotmail
4143,Bib. Pop. Soldado Caído S. Antieco,26077,1980.0,hotmail
1819,Bib.Pop. Agustín Alvarez,26077,1934.0,gmail
3080,Bib.Pop. Francisco Guerra,26077,1984.0,hotmail
3202,Bib.Pop. Raúl Scalabrini Ortíz,26077,1991.0,
3244,Bib.Pop. Gonzalo Delfino,26077,1987.0,
3256,Bib.Pop. Rosa de Amaya,26077,1980.0,
3355,Bib.Pop. José Hernández,26077,1980.0,
3607,Bib.Pop. Ceferino Namuncura,26077,1983.0,
3632,Bib.Pop. Barrio Progreso,26077,1980.0,hotmail
3685,Bib.Pop. Manuel Porcel de Peralta,26077,1992.0,
3732,Bib.Pop. Benedicto Terrone,26077,1998.0,gmail
3835,Bib.Pop. Kim Hue,26077,1996.0,hotmail
3414,Bib.Pop. Gob. R. González,26084,1980.0,
2551,Bib.Pop. Mariano Moreno,26091,1911.0,yahoo
4033,Asoc. Bib. Pub. Pop. Y Mun Asencio Abeijón,26021,1980.0,
4324,Bib.Pop. Osvaldo Bayer,26056,2008.0,
2453,Bib. Pop. Juan M. de Pueyrredón,26098,1949.0,hotmail
3402,Bib.Pop. José de San Martín,26098,1980.0,
3667,Bib.Pop. Don Segundo Milla,26105,1980.0,
3584,Bib.Pop. Narlu Owen,26105,1980.0,
4252,Asoc. Cultural y Bib. Pop. Tesis 11,2000,2004.0,tesis11
1344,Bib.Pop. Dr. Tristán J. González,2000,1928.0,outlook
1843,Asoc.Vec. Cir.Cult. Belisario Roldán de Versailles,2000,1980.0,yahoo
1975,Bib.Pop. El progreso,2000,1916.0,
2675,Bib.Pop. Dr. Angel M. Giménez,2000,,
3884,Bib. Pop. Por caminos de libros y solidaridad,2000,1999.0,
4266,Bib. Pop. La Memoria de Nuestro Pueblo,2000,2005.0,gmail
4268,Bib.Pop. Creando Horizontes Educativos,2000,2010.0,hotmail
4295,Bib.Pop. Manuel Ugarte,2000,2009.0,gmail
4318,Bib.Pop. Juan José Castelli,2000,2010.0,
4341,Bib. Pop. 26 de julio,2000,2010.0,gmail
947,Bib.Pop. Ciencia y labor,2000,1918.0,gmail
1131,Bib.Pop. William C.Morris,2000,1907.0,hotmail
1187,Bib.Pop. Pueyrredón sud,2000,1920.0,gmail
1351,Bib.Pop. El resplandor,2000,1928.0,hotmail
1375,Bib.Pop. Juan María Becciu,2000,1915.0,gmail
1793,Bib.Pop. 25 de Mayo,2000,1932.0,
1943,Bib.Pop. Bernardino Rivadavia,2000,1924.0,yahoo
1991,Bib.Pop. Juan Pablo Echagüe,2000,1929.0,
2014,Bib.Pop. Gral. Benito Nazar,2000,1936.0,yahoo
2111,Bib.Pop. y Cent. Cult. Alfredo Costa,2000,1980.0,latinmail
2177,Bib.Pop. Mariano Boedo,2000,1980.0,yahoo
2233,Asoc.Vec. y Bib.Pop. Villa del Parque,2000,1929.0,hotmail
2558,Bib.Pop. Gral. Alvear,2000,1950.0,yahoo
2828,Bib.Pop. Eurindia,2000,1941.0,
2916,Bib.Pop. Universidad Popular de Belgrano Alfredo Fazio y Bi,2000,1941.0,hotmail
2992,Bib. Argentina para ciegos,2000,1924.0,
2994,Bib.Pop. Juan B. Rebagliati,2000,1932.0,yahoo
3019,Bib.Pop. Juan Bautista Alberdi,2000,1933.0,yahoo
3270,Bib.Pop. Casa de la Cultura de Liniers,2000,1994.0,
3982,Bib.Pop. Lectores del pueblo,2000,1980.0,
4006,Bib.Pop. Dr. Arturo Jauretche,2000,2001.0,
4034,Bib.Pop. Hijos del Barrio Piedrabuena Asociación Civil,2000,2001.0,gmail
4197,Bib. Pop. Federico Lacroze,2000,1980.0,gmail
4207,Cen. Cult. y Bib. Pop. Carlos Sanchez Viamonte,2000,1980.0,yahoo
18,Bib.Pop. Helena Larroque de Roffo,2000,1916.0,yahoo
19,Bib.Pop. 12 de Octubre,2000,1910.0,hotmail
25,Bib. Obrera Juan B. Justo,2000,,gmail
28,Bib.Pop. Villa Pueyrredón Norte,2000,1916.0,hotmail
32,Bib.Pop. Alberdi,2000,1910.0,yahoo
62,Bib.Pop. D.F.Sarmiento,2000,1980.0,
77,Bib.Pop. Cornelio Saavedra,2000,1918.0,
78,Bib.Pop. José Enrique Rodo,2000,1917.0,yahoo
4347,Bib.Pop. de Embalse Teresa Sul,14007,2013.0,
3904,Bib.Pop. Rvdo. Félix Enrique,14007,2000.0,hotmail
4346,Bib. Pop. Restituta Albarracín de González,14007,2011.0,gmail
2768,Bib.Pop. Almafuerte,14007,1959.0,
3769,Bib.Pop. Dr. Manuel Belgrano,14007,1998.0,gmail
3645,Bib.Pop. Ricardo Rojas,14007,1998.0,yahoo
534,Bib.Pop. Vélez Sársfield,14014,1909.0,
870,Bib.Pop. Alberdi,14014,1911.0,yahoo
2257,Bib.Pop. Luis J. de Tejeda,14014,1944.0,hotmail
2776,Bib.Pop. y Ctro. de Ajedrez Los Amigos de la Cult.,14014,1959.0,hotmail
2949,Bib.Pop. Joaquín V. González,14014,1969.0,
3042,Bib.Pop. y Ctro Juvenil Malvinas argentinas,14014,1980.0,hotmail
3127,Bib.Pop. Teniente B .Matienzo,14014,1980.0,hotmail
3218,Bib.Pop. de B.Vista y Fund. P. Milesi,14014,1988.0,
3572,Bib. Pop. Barrio Talleres,14014,1986.0,yahoo
3707,Bib. Pop. República Argentina,14014,1995.0,gmail
3789,Bib.Pub.Pop. Nuevo milenio,14014,1980.0,
3845,Bib.Pop. Alfonsina Storni,14014,1999.0,gmail
3905,Bib. Pop. Mi jardín,14014,1990.0,gmail
4028,Bib.Pop. Atahualpa,14014,1980.0,hotmail
4243,Bib.Pop. Julio Cortázar,14014,1980.0,yahoo
4245,Bib. Pop.  María Saleme,14014,2005.0,yahoo
4286,B.P. Libertad por la Integración Latinoamericana,14014,2007.0,yahoo
4309,Bib.Pop. Madre Teresa de Calcuta de Bo. Parque Lic,14014,2007.0,yahoo
4322,Bib.Pop. del Bicentenario,14014,2010.0,gmail
4351,Bib. Pop. Casa del Pueblo,14014,2012.0,gmail
4285,Bib.Pop. Alfredo Terzaga,14091,2009.0,
1659,Bib.Pop. La Bicicleta,14021,1932.0,gmail
547,Bib.Pop. D.F.Sarmiento,14021,1912.0,
2045,Bib.Pop. Mariano Moreno,14021,1918.0,
4290,Bib.Pop. y Ctro Cult. Dumesnil,14021,2010.0,hotmail
4383,Bib.Pop. Sayana Ctro Cult. El Talar,14021,2009.0,hotmail
2157,Bib.Pop. D.F.Sarmiento,14021,1942.0,
4203,Bib.Pop. Cdr. Enrique Carlos Aragón King,14021,1980.0,yahoo
2924,Bib.Pop. D.F.Sarmiento,14021,1942.0,
4277,Bib.Pop. Cawana,14021,2009.0,gmail
3665,Bib.Pub.Mun.Pop. Libro abierto,14021,1980.0,
539,Bib.Pop. Jorge Newbery,14028,1917.0,
4037,Bib. Pop. del Campillo,14035,1984.0,delcampillocoop
545,Bib.Pop. D.F.Sarmiento,14035,1919.0,hotmail
2021,Bib.Pop. D.F.Sarmiento,14035,1937.0,jovitacoop
3772,Bib.Pub.Mun.Pop. Nuestra Señora de Luján,14035,1998.0,
4398,Bib. Pop. Rosario Vera Peñaloza,14035,2022.0,gmail
543,Bib.Pop. D.F.Sarmiento,14042,1916.0,
582,Bib.Pop. Esteban Echeverría,14042,1919.0,
3723,Bib. Pop. José Hernández,14042,1980.0,hotmail
3031,Bib.Pop. Dr. Raúl Scalabrini Ortíz,14042,1984.0,
2162,Bib.Pop. D.F.Sarmiento,14042,1938.0,
567,Bib.Pop. Bernardino Rivadavia,14042,1904.0,bibliotecarivadavia
2406,Bib. Pop. Mun. Mariano Moreno,14042,1942.0,villamaria
3691,Bib.Pop. Luis Roberto Altamira,14042,1997.0,hotmail
1403,Bib.Pop. Mariano Moreno,14049,1929.0,gmail
1872,Bib.Pop. José Ingenieros,14049,1933.0,intinet
3595,Biblioteca Popular Walter Viglione,14056,1997.0,yahoo
2615,Bib.Pop. Jerónimo L. de Cabrera,14056,1951.0,yahoo
3782,Bib.Pop. Dr. Mota Capdevila,14056,1999.0,
2884,Bib.Pop. Teresita Lucchini,14063,1967.0,
4014,Bib.Pop. Teresa B. de Lancestremere,14063,1980.0,
3915,Bib.Pop.Esc. D.F.Sarmiento,14063,1996.0,
2321,Bib.Pop.Pub.Mun. Ermes Desio,14063,1918.0,yahoo
2424,Bib.Pop. Mariano Moreno,14063,1949.0,
3593,Bib.Pop. Isla Verde,14063,1980.0,hotmail
2197,Ctro. Social Cultural y Bib.Pop.,14063,1939.0,
2858,Bib.Pop. San Martín,14063,1918.0,
3139,Bib.Pop. Club A.y Mut.Arg.,14063,1980.0,
3592,Bib.  Pop. Lidia Cesanelli,14063,1980.0,yahoo
1758,Bib.Pop. Juan Benitz,14063,1917.0,gmail
544,Bib.Pop. Florentino Ameghino,14084,1914.0,hotmail
549,Bib.Pop. Juan Bautista Alberdi,14084,1913.0,
3958,Bib. Pop. Juan Filloy,14084,2001.0,
2330,Bib.Pop. Mariano Moreno,14091,1946.0,bepe
1071,Bib.Pop. Nicolás Avellaneda,14091,1923.0,
4016,Bib.Pop. José Hernández,14091,2000.0,tutopia
1867,Bib.Pop. D.F.Sarmiento,14091,1934.0,yahoo
3867,Bib. Pop. Babel,14091,1999.0,
3055,Bib.Pop. Rosa Areal de Molina,14091,1985.0,
2148,Bib.Pop. José Mármol,14091,1938.0,
2978,Bib.Pop. José H. Porto,14091,1949.0,
3629,Bib. Pop. Leopoldo Lugones,14091,1997.0,gmail
4283,Bib.Pop. Aguas que corren,14091,2010.0,
3568,Bib.Pop. Efraín U. Bischoff,14098,1980.0,hotmail
4238,Bib.Pop. Carmen Abril de Cacciavillani,14098,2003.0,
2900,Bib.Pop. José Hernández,14098,1972.0,
2866,Bib.Pop. Ricardo Rojas,14098,1969.0,hotmail
1756,Bib.Pop. Armando A.Telleria,14098,1929.0,hotmail
3011,Bib.Pop. La Asunción de María,14098,1966.0,hotmail
1500,Bib.Pop. Juan Bautista Alberdi,14098,1930.0,yahoo
555,Bib.Pop. Mariano Moreno,14098,1910.0,
588,Bib.Pop. D.F.Sarmiento,14098,1915.0,yahoo
2751,Bib.Pop. Técnica - ENET Nº 1 Ambrosio Olmos,14098,1955.0,
2851,Bib.Pop. Evaristo Segat,14098,1932.0,
3015,Bib.Pop. de los sagrados corazones,14098,1970.0,hotmail
4097,Asoc.Vec.y Bib.Pop. Santiago Coronel,14098,1980.0,yahoo
3729,Bib.Pop. Alfonsina Storni,14098,1980.0,hotmail
584,Bib.Pop. Mariano Moreno,14098,1918.0,
3597,Bib.Pop. Capilla de Remedios,14105,1980.0,
4312,Bib.Pop. Jorge Luis Borges- La Puerta,14021,2006.0,hotmail
3138,Bib.Pop. Presbítero G. Avila Vasquez,14105,1985.0,
4244,Bib. Pop. Alejo Carmen Guzmán,14105,2006.0,hotmail
2925,Bib.Pop. F. Antonio Rizzuto,14112,1972.0,
2794,Bib.Pop.Soc.Cult. Bartolomé Mitre,14119,1961.0,
3702,Bib.Pop. Profesor Américo Pablo Tissera,14119,1980.0,
2534,Bib.Pop. Gral. San Martín,14119,1950.0,yahoo
3586,Bib.Pop. Luis Alberto Guerberoff,14119,1996.0,hotmail
3333,Bib.Pop.Esc. Victor Mercante,14119,1980.0,
864,Bib.Pop. Villa del Rosario,14119,1980.0,
3620,Bib.Pop. Orden del colmenar,14126,1996.0,ordendelcolmenar
4395,Bib. Pop. El Manantial,14126,2011.0,gmail
2006,Bib.Pop. D.F.Sarmiento,14133,1935.0,
3983,Bib.Pop. Los Hornillos,14133,1980.0,yahoo
4294,Bib. Pop. de Luyaba,14133,2010.0,yahoo
4213,Bib.Pop. Villa de las Rosas,14133,1980.0,yahoo
4118,Bib.Pop. Doña María de la Plaza de Arias Moreno,14133,2000.0,
4145,Bib.Pop.y Pub. José Hernández,14140,1980.0,yahoo
2008,Bib.Pop. de Altos de Chipión,14140,1932.0,
3990,Bib. Pop. Martín Fierro,14140,1990.0,hotmail
3666,Bib.Pub.Mun.Pop. M.E.M. de Chiabrando,14140,1980.0,
3853,Bib.Pub.Pop. de Colonia Vignaud,14140,1998.0,hotmail
1824,Bib.Pop. José Ingenieros,14140,1934.0,gmail
3623,Bib.Pop. Marcela Rodriguez,14140,1973.0,
3931,Bib.Pop. Creciendo,14140,1995.0,hotmail
