id_establecimiento,id_nivel
60297100,jardin_maternal
60297900,jardin_maternal
60298900,jardin_maternal
60299400,jardin_maternal
60300100,jardin_maternal
60301100,jardin_maternal
60301200,jardin_maternal
60301300,jardin_maternal
60301400,jardin_maternal
60301600,jardin_maternal
60301700,jardin_maternal
60301800,jardin_maternal
60303400,jardin_maternal
60305500,jardin_maternal
60306100,jardin_maternal
60307500,jardin_maternal
60307600,jardin_maternal
60307700,jardin_maternal
60307800,jardin_maternal
60307900,jardin_maternal
60308900,jardin_maternal
60309900,jardin_maternal
60313700,jardin_maternal
60313800,jardin_maternal
60314100,jardin_maternal
60314300,jardin_maternal
60315300,jardin_maternal
60315400,jardin_maternal
60318100,jardin_maternal
60318400,jardin_maternal
60318600,jardin_maternal
60318800,jardin_maternal
60319300,jardin_maternal
60319700,jardin_maternal
60319900,jardin_maternal
60320000,jardin_maternal
60321600,jardin_maternal
60321700,jardin_maternal
60325200,jardin_maternal
60326300,jardin_maternal
60331800,jardin_maternal
60331900,jardin_maternal
60332300,jardin_maternal
60333000,jardin_maternal
60336500,jardin_maternal
60336900,jardin_maternal
60337000,jardin_maternal
60337800,jardin_maternal
60338300,jardin_maternal
60338600,jardin_maternal
60339000,jardin_maternal
60339400,jardin_maternal
60340400,jardin_maternal
60340800,jardin_maternal
60341300,jardin_maternal
60342100,jardin_maternal
60342200,jardin_maternal
60343100,jardin_maternal
60343200,jardin_maternal
60343600,jardin_maternal
60344100,jardin_maternal
60344800,jardin_maternal
60345900,jardin_maternal
60346500,jardin_maternal
60346600,jardin_maternal
60348900,jardin_maternal
60349000,jardin_maternal
60349100,jardin_maternal
60349200,jardin_maternal
60349300,jardin_maternal
60350000,jardin_maternal
60350100,jardin_maternal
60350200,jardin_maternal
60351300,jardin_maternal
60351500,jardin_maternal
60353000,jardin_maternal
60354100,jardin_maternal
60354300,jardin_maternal
60354900,jardin_maternal
60355100,jardin_maternal
60355500,jardin_maternal
60355700,jardin_maternal
60356000,jardin_maternal
60357200,jardin_maternal
60357300,jardin_maternal
60357400,jardin_maternal
60359900,jardin_maternal
60360600,jardin_maternal
60361300,jardin_maternal
60361900,jardin_maternal
60363200,jardin_maternal
60366300,jardin_maternal
60366900,jardin_maternal
60367400,jardin_maternal
60368000,jardin_maternal
60368600,jardin_maternal
60368800,jardin_maternal
60370000,jardin_maternal
60370600,jardin_maternal
60371000,jardin_maternal
60371300,jardin_maternal
60371900,jardin_maternal
60373200,jardin_maternal
60373400,jardin_maternal
60373900,jardin_maternal
60374200,jardin_maternal
60374300,jardin_maternal
60374600,jardin_maternal
60375300,jardin_maternal
60375900,jardin_maternal
60376700,jardin_maternal
60377500,jardin_maternal
60377600,jardin_maternal
60380600,jardin_maternal
60380900,jardin_maternal
60381000,jardin_maternal
60387100,jardin_maternal
60387900,jardin_maternal
60388200,jardin_maternal
60388600,jardin_maternal
60388900,jardin_maternal
60389700,jardin_maternal
60389800,jardin_maternal
60390300,jardin_maternal
60390400,jardin_maternal
60391000,jardin_maternal
60391100,jardin_maternal
60391200,jardin_maternal
60391700,jardin_maternal
60391800,jardin_maternal
60392900,jardin_maternal
60393200,jardin_maternal
60393400,jardin_maternal
60396000,jardin_maternal
60398600,jardin_maternal
60399000,jardin_maternal
60399300,jardin_maternal
60400000,jardin_maternal
60400400,jardin_maternal
60400500,jardin_maternal
60401400,jardin_maternal
60401600,jardin_maternal
60401700,jardin_maternal
60403300,jardin_maternal
60404200,jardin_maternal
60404400,jardin_maternal
60405200,jardin_maternal
60406200,jardin_maternal
60406800,jardin_maternal
60407200,jardin_maternal
60407800,jardin_maternal
60408400,jardin_maternal
60410300,jardin_maternal
60411100,jardin_maternal
60412200,jardin_maternal
60412300,jardin_maternal
60412800,jardin_maternal
60413100,jardin_maternal
60413300,jardin_maternal
60414200,jardin_maternal
60415900,jardin_maternal
60417300,jardin_maternal
60417500,jardin_maternal
60418300,jardin_maternal
60420200,jardin_maternal
60420400,jardin_maternal
60421900,jardin_maternal
60422200,jardin_maternal
60422400,jardin_maternal
60422800,jardin_maternal
60423000,jardin_maternal
60423400,jardin_maternal
60424000,jardin_maternal
60424700,jardin_maternal
60424900,jardin_maternal
60425100,jardin_maternal
60425200,jardin_maternal
60425300,jardin_maternal
60425400,jardin_maternal
60425700,jardin_maternal
60428200,jardin_maternal
60430300,jardin_maternal
60431600,jardin_maternal
60431700,jardin_maternal
60431900,jardin_maternal
60432100,jardin_maternal
60432400,jardin_maternal
60432700,jardin_maternal
60433600,jardin_maternal
60433700,jardin_maternal
60433800,jardin_maternal
60433900,jardin_maternal
60434200,jardin_maternal
60436000,jardin_maternal
60437800,jardin_maternal
60438300,jardin_maternal
60440100,jardin_maternal
60440200,jardin_maternal
60440300,jardin_maternal
60440400,jardin_maternal
60440500,jardin_maternal
60440600,jardin_maternal
60440700,jardin_maternal
60440900,jardin_maternal
60441000,jardin_maternal
60441400,jardin_maternal
60441600,jardin_maternal
60442600,jardin_maternal
60443500,jardin_maternal
60443600,jardin_maternal
60444000,jardin_maternal
60445100,jardin_maternal
60445700,jardin_maternal
60446400,jardin_maternal
60446800,jardin_maternal
60447400,jardin_maternal
60447700,jardin_maternal
60448000,jardin_maternal
60448100,jardin_maternal
60448200,jardin_maternal
60448400,jardin_maternal
60449200,jardin_maternal
60449700,jardin_maternal
60449800,jardin_maternal
60450300,jardin_maternal
60452200,jardin_maternal
60452300,jardin_maternal
60453100,jardin_maternal
60453500,jardin_maternal
60453600,jardin_maternal
60454100,jardin_maternal
60454200,jardin_maternal
60454400,jardin_maternal
60454500,jardin_maternal
60456800,jardin_maternal
60457900,jardin_maternal
60458300,jardin_maternal
60458400,jardin_maternal
60458500,jardin_maternal
60464100,jardin_maternal
60464800,jardin_maternal
60465000,jardin_maternal
60465700,jardin_maternal
60467400,jardin_maternal
60468900,jardin_maternal
60470600,jardin_maternal
60471700,jardin_maternal
60472400,jardin_maternal
60472600,jardin_maternal
60472900,jardin_maternal
60473200,jardin_maternal
60473500,jardin_maternal
60473600,jardin_maternal
60473900,jardin_maternal
60474000,jardin_maternal
60474700,jardin_maternal
60474800,jardin_maternal
60476400,jardin_maternal
60476900,jardin_maternal
60477000,jardin_maternal
60477700,jardin_maternal
60478400,jardin_maternal
60478700,jardin_maternal
60479800,jardin_maternal
60480700,jardin_maternal
60480800,jardin_maternal
60481300,jardin_maternal
60481400,jardin_maternal
60481500,jardin_maternal
60481600,jardin_maternal
60481700,jardin_maternal
60481800,jardin_maternal
60483700,jardin_maternal
60484500,jardin_maternal
60485100,jardin_maternal
60485400,jardin_maternal
60485600,jardin_maternal
60485800,jardin_maternal
60486700,jardin_maternal
60487400,jardin_maternal
60489300,jardin_maternal
