id_depto,id_nivel,cantidad
6515,terciario,165230
6518,jardin_infante,963
6518,jardin_maternal,1556
6518,primaria,3622
6518,secundaria,3044
6518,terciario,14461
6525,jardin_infante,2370
6525,jardin_maternal,3603
6525,primaria,8477
6525,secundaria,7148
6525,terciario,30198
6532,jardin_infante,2081
6532,jardin_maternal,3376
6532,primaria,7882
6532,secundaria,6753
6532,terciario,31636
6539,jardin_infante,18543
6539,jardin_maternal,29464
6539,primaria,71541
6539,secundaria,59718
6539,terciario,270806
6547,jardin_infante,782
6547,jardin_maternal,1140
6547,primaria,3031
6547,secundaria,2380
6547,terciario,10913
6553,jardin_infante,222
6553,jardin_maternal,374
6553,primaria,942
6553,secundaria,782
6553,terciario,3707
6560,jardin_infante,19407
6560,jardin_maternal,31384
6560,primaria,76357
6560,secundaria,60359
6560,terciario,274389
6568,jardin_infante,7179
6568,jardin_maternal,10865
6568,primaria,28780
6568,secundaria,26584
6568,terciario,148202
6574,jardin_infante,549
6574,jardin_maternal,952
6574,primaria,2341
6574,secundaria,2082
6574,terciario,8690
6581,jardin_infante,2632
6581,jardin_maternal,4282
6581,primaria,10545
6581,secundaria,9347
6581,terciario,43079
6588,jardin_infante,1583
6588,jardin_maternal,2380
6588,primaria,5830
6588,secundaria,4999
6588,terciario,21851
6595,jardin_infante,3371
6595,jardin_maternal,5183
6595,primaria,13055
6595,secundaria,11526
6595,terciario,53566
6602,jardin_infante,1097
6602,jardin_maternal,1760
6602,primaria,4262
6602,secundaria,3335
6602,terciario,17107
6609,jardin_infante,1285
6609,jardin_maternal,2189
6609,primaria,4827
6609,secundaria,4284
6609,terciario,18524
6616,jardin_infante,240
6616,jardin_maternal,422
6616,primaria,831
6616,secundaria,610
6616,terciario,2958
6623,jardin_infante,3262
6623,jardin_maternal,5414
6623,primaria,12264
6623,secundaria,10389
6623,terciario,50069
6630,jardin_infante,169
6630,jardin_maternal,239
6630,primaria,592
6630,secundaria,441
6630,terciario,2047
6638,jardin_infante,12657
6638,jardin_maternal,21836
6638,primaria,49944
6638,secundaria,41528
6638,terciario,188250
6644,jardin_infante,1193
6644,jardin_maternal,1850
6644,primaria,4519
6644,secundaria,3979
6644,terciario,18531
6648,jardin_infante,3780
6648,jardin_maternal,6390
6648,primaria,14476
6648,secundaria,11730
6648,terciario,48123
6651,jardin_infante,362
6651,jardin_maternal,636
6651,primaria,1459
6651,secundaria,1232
6651,terciario,6553
6655,jardin_infante,370
6655,jardin_maternal,566
6655,primaria,1384
6655,secundaria,1047
6655,terciario,5221
6658,jardin_infante,18414
6658,jardin_maternal,28939
6658,primaria,70881
6658,secundaria,60085
6658,terciario,289178
6665,jardin_infante,1289
6665,jardin_maternal,2162
6665,primaria,4707
6665,secundaria,4088
6665,terciario,17884
6672,jardin_infante,475
6672,jardin_maternal,722
6672,primaria,1761
6672,secundaria,1519
6672,terciario,7013
6679,jardin_infante,647
6679,jardin_maternal,1087
6679,primaria,2317
6679,secundaria,1873
6679,terciario,8495
6686,jardin_infante,718
6686,jardin_maternal,1133
6686,primaria,2724
6686,secundaria,2362
6686,terciario,10887
6693,jardin_infante,406
6693,jardin_maternal,698
6693,primaria,1572
6693,secundaria,1316
6693,terciario,6219
6700,jardin_infante,533
6700,jardin_maternal,903
6700,primaria,2109
6700,secundaria,1799
6700,terciario,9138
6707,jardin_infante,1017
6707,jardin_maternal,1699
6707,primaria,3785
6707,secundaria,3339
6707,terciario,14925
6714,jardin_infante,1206
6714,jardin_maternal,1969
6714,primaria,4405
6714,secundaria,3794
6714,terciario,17267
6721,jardin_infante,257
6721,jardin_maternal,396
6721,primaria,963
6721,secundaria,846
6721,terciario,3990
6728,jardin_infante,851
6728,jardin_maternal,1300
6728,primaria,3031
6728,secundaria,2583
6728,terciario,11951
6735,jardin_infante,826
6735,jardin_maternal,1294
6735,primaria,2873
6735,secundaria,2569
6735,terciario,11886
6742,jardin_infante,215
6742,jardin_maternal,400
6742,primaria,865
6742,secundaria,747
6742,terciario,3832
6749,jardin_infante,4513
6749,jardin_maternal,6985
6749,primaria,17900
6749,secundaria,15461
6749,terciario,79107
6756,jardin_infante,6483
6756,jardin_maternal,10574
6756,primaria,26323
6756,secundaria,25052
6756,terciario,126025
6760,jardin_infante,9567
6760,jardin_maternal,15185
6760,primaria,37035
6760,secundaria,30653
6760,terciario,155980
6763,jardin_infante,4686
6763,jardin_maternal,8041
6763,primaria,17845
6763,secundaria,15225
6763,terciario,74374
6770,jardin_infante,2198
6770,jardin_maternal,3583
6770,primaria,8283
6770,secundaria,7113
6770,terciario,30510
6778,jardin_infante,3756
6778,jardin_maternal,6103
6778,primaria,14032
6778,secundaria,10952
6778,terciario,45402
6784,jardin_infante,362
6784,jardin_maternal,619
6784,primaria,1328
6784,secundaria,1257
6784,terciario,5094
6791,jardin_infante,3807
6791,jardin_maternal,5978
6791,primaria,14723
6791,secundaria,12884
6791,terciario,66864
6798,jardin_infante,328
6798,jardin_maternal,545
6798,primaria,1125
6798,secundaria,1059
6798,terciario,4547
6805,jardin_infante,12571
6805,jardin_maternal,20040
6805,primaria,51961
6805,secundaria,45401
6805,terciario,207955
6812,jardin_infante,86
6812,jardin_maternal,158
6812,primaria,298
6812,secundaria,231
6812,terciario,1152
6819,jardin_infante,389
6819,jardin_maternal,608
6819,primaria,1549
6819,secundaria,1238
6819,terciario,6090
6826,jardin_infante,1466
6826,jardin_maternal,2550
6826,primaria,5326
6826,secundaria,4442
6826,terciario,21864
6833,jardin_infante,1620
6833,jardin_maternal,2640
6833,primaria,6392
6833,secundaria,5392
6833,terciario,26108
6840,jardin_infante,8387
6840,jardin_maternal,12779
6840,primaria,33616
6840,secundaria,30170
6840,terciario,165507
6847,jardin_infante,256
6847,jardin_maternal,426
6847,primaria,989
6847,secundaria,831
6847,terciario,3920
6854,jardin_infante,1004
6854,jardin_maternal,1702
6854,primaria,3733
6854,secundaria,3238
6854,terciario,14894
6861,jardin_infante,5762
6861,jardin_maternal,9131
6861,primaria,22610
6861,secundaria,21312
6861,terciario,120457
6868,jardin_infante,998
6868,jardin_maternal,1585
6868,primaria,4267
6868,secundaria,3801
6868,terciario,16660
6875,jardin_infante,945
6875,jardin_maternal,1641
6875,primaria,3677
6875,secundaria,3288
6875,terciario,15046
6882,jardin_infante,3751
6882,jardin_maternal,6225
6882,primaria,15431
6882,secundaria,13300
6882,terciario,61722
10007,jardin_infante,162
10007,jardin_maternal,212
10007,primaria,439
10007,secundaria,401
10007,terciario,2327
10014,jardin_infante,88
10014,jardin_maternal,155
10014,primaria,334
10014,secundaria,322
10014,terciario,1448
10021,jardin_infante,555
10021,jardin_maternal,980
10021,primaria,2037
10021,secundaria,2051
10021,terciario,9134
10028,jardin_infante,46
10028,jardin_maternal,96
10028,primaria,241
10028,secundaria,174
10028,terciario,911
10035,jardin_infante,937
10035,jardin_maternal,1545
10035,primaria,3513
10035,secundaria,3350
10035,terciario,14394
10042,jardin_infante,574
10042,jardin_maternal,1123
10042,primaria,2244
10042,secundaria,2043
10042,terciario,9405
10049,jardin_infante,5492
10049,jardin_maternal,8758
10049,primaria,20132
10049,secundaria,17544
10049,terciario,92695
10056,jardin_infante,126
10056,jardin_maternal,268
10056,primaria,517
10056,secundaria,485
10056,terciario,1926
10063,jardin_infante,454
10063,jardin_maternal,753
10063,primaria,1651
10063,secundaria,1397
10063,terciario,7121
10070,jardin_infante,826
10070,jardin_maternal,1526
10070,primaria,3146
10070,secundaria,2844
10070,terciario,12401
10077,jardin_infante,111
10077,jardin_maternal,206
10077,primaria,512
10077,secundaria,450
10077,terciario,2201
10084,jardin_infante,379
10084,jardin_maternal,609
10084,primaria,1480
10084,secundaria,1321
10084,terciario,5663
10091,jardin_infante,828
10091,jardin_maternal,1351
10091,primaria,2998
10091,secundaria,2619
10091,terciario,12479
10098,jardin_infante,401
10098,jardin_maternal,753
10098,primaria,1476
10098,secundaria,1361
10098,terciario,6342
10105,jardin_infante,751
10105,jardin_maternal,1273
10105,primaria,2784
10105,secundaria,2684
10105,terciario,11624
10112,jardin_infante,1045
10112,jardin_maternal,1622
10112,primaria,3862
10112,secundaria,3346
10112,terciario,16976
14007,jardin_infante,2252
14007,jardin_maternal,3650
14007,primaria,8474
14007,secundaria,7104
14007,terciario,33348
14014,jardin_infante,39517
14014,jardin_maternal,66260
14014,primaria,149261
14014,secundaria,132716
14014,terciario,737614
14021,jardin_infante,9232
14021,jardin_maternal,15021
14021,primaria,34951
14021,secundaria,29481
14021,terciario,139014
14028,jardin_infante,2131
14028,jardin_maternal,3519
14028,primaria,7539
14028,secundaria,6409
14028,terciario,28924
14035,jardin_infante,1085
14035,jardin_maternal,1820
14035,primaria,3828
14035,secundaria,3338
14035,terciario,15939
14042,jardin_infante,4746
14042,jardin_maternal,7748
14042,primaria,16719
14042,secundaria,13699
14042,terciario,71106
14049,jardin_infante,1156
14049,jardin_maternal,1969
14049,primaria,4159
14049,secundaria,3859
14049,terciario,15620
14056,jardin_infante,2093
14056,jardin_maternal,3512
14056,primaria,7504
14056,secundaria,6295
14056,terciario,30894
14063,jardin_infante,2942
14063,jardin_maternal,4849
14063,primaria,10712
14063,secundaria,9015
14063,terciario,46664
14070,jardin_infante,135
14070,jardin_maternal,236
14070,primaria,499
14070,secundaria,454
14070,terciario,2019
14077,jardin_infante,146
14077,jardin_maternal,231
14077,primaria,472
14077,secundaria,471
14077,terciario,2064
14084,jardin_infante,1093
14084,jardin_maternal,1814
14084,primaria,4130
14084,secundaria,3526
14084,terciario,16034
14091,jardin_infante,5868
14091,jardin_maternal,9346
14091,primaria,22996
14091,secundaria,19945
14091,terciario,96735
14098,jardin_infante,8025
14098,jardin_maternal,13645
14098,primaria,28900
14098,secundaria,24194
14098,terciario,126707
14105,jardin_infante,1955
14105,jardin_maternal,3348
14105,primaria,6664
14105,secundaria,5637
14105,terciario,26744
14112,jardin_infante,491
14112,jardin_maternal,833
14112,primaria,1890
14112,secundaria,1619
14112,terciario,6748
14119,jardin_infante,3247
14119,jardin_maternal,5576
14119,primaria,12120
14119,secundaria,10358
14119,terciario,51760
14126,jardin_infante,1303
14126,jardin_maternal,2025
14126,primaria,4666
14126,secundaria,3958
14126,terciario,18861
14133,jardin_infante,1806
14133,jardin_maternal,3003
14133,primaria,7043
14133,secundaria,5838
14133,terciario,28102
14140,jardin_infante,6694
14140,jardin_maternal,11043
14140,primaria,24255
14140,secundaria,21387
14140,terciario,102984
14147,jardin_infante,4630
14147,jardin_maternal,7372
14147,primaria,16655
14147,secundaria,13320
14147,terciario,63987
14154,jardin_infante,121
14154,jardin_maternal,224
14154,primaria,468
14154,secundaria,474
14154,terciario,1938
14161,jardin_infante,3484
14161,jardin_maternal,5630
14161,primaria,12660
14161,secundaria,10615
14161,terciario,52656
14168,jardin_infante,702
14168,jardin_maternal,1241
14168,primaria,2627
14168,secundaria,2260
14168,terciario,10383
14175,jardin_infante,389
14175,jardin_maternal,769
14175,primaria,1454
14175,secundaria,1262
14175,terciario,6097
14182,jardin_infante,3207
14182,jardin_maternal,5541
14182,primaria,12013
14182,secundaria,10336
14182,terciario,50253
18007,jardin_infante,1580
18007,jardin_maternal,2817
18007,primaria,5598
18007,secundaria,4349
18007,terciario,20299
18014,jardin_infante,103
18014,jardin_maternal,128
18014,primaria,301
18014,secundaria,288
18014,terciario,1312
18021,jardin_infante,13268
18021,jardin_maternal,21892
18021,primaria,47808
18021,secundaria,40759
18021,terciario,214558
18028,jardin_infante,1043
18028,jardin_maternal,1748
18028,primaria,3721
18028,secundaria,3145
18028,terciario,11911
18035,jardin_infante,1735
18035,jardin_maternal,2914
18035,primaria,6209
18035,secundaria,5270
18035,terciario,22549
18042,jardin_infante,577
18042,jardin_maternal,997
18042,primaria,2041
18042,secundaria,1795
18042,terciario,8416
18049,jardin_infante,1427
18049,jardin_maternal,2235
18049,primaria,4809
18049,secundaria,4256
18049,terciario,17245
18056,jardin_infante,302
18056,jardin_maternal,571
18056,primaria,1086
18056,secundaria,936
18056,terciario,3842
18063,jardin_infante,531
18063,jardin_maternal,894
18063,primaria,1916
18063,secundaria,1636
18063,terciario,7592
18070,jardin_infante,3381
18070,jardin_maternal,5654
18070,primaria,12729
18070,secundaria,11020
18070,terciario,47543
18077,jardin_infante,419
18077,jardin_maternal,717
18077,primaria,1491
18077,secundaria,1164
18077,terciario,5285
18084,jardin_infante,1357
18084,jardin_maternal,2459
18084,primaria,4878
18084,secundaria,4073
18084,terciario,17682
18091,jardin_infante,1644
18091,jardin_maternal,2788
18091,primaria,5545
18091,secundaria,4384
18091,terciario,18576
18098,jardin_infante,336
18098,jardin_maternal,666
18098,primaria,1317
18098,secundaria,1230
18098,terciario,5150
18105,jardin_infante,1827
18105,jardin_maternal,3138
18105,primaria,6120
18105,secundaria,4682
18105,terciario,22855
18112,jardin_infante,1537
18112,jardin_maternal,2579
18112,primaria,5486
18112,secundaria,4434
18112,terciario,20638
18119,jardin_infante,2001
18119,jardin_maternal,3441
18119,primaria,7451
18119,secundaria,6405
18119,terciario,25267
18126,jardin_infante,1000
18126,jardin_maternal,1703
18126,primaria,3566
18126,secundaria,3134
18126,terciario,13245
18133,jardin_infante,634
18133,jardin_maternal,999
18133,primaria,2191
18133,secundaria,1708
18133,terciario,9267
18140,jardin_infante,743
18140,jardin_maternal,1119
18140,primaria,2392
18140,secundaria,2129
18140,terciario,9868
18147,jardin_infante,547
18147,jardin_maternal,965
18147,primaria,1980
18147,secundaria,1694
18147,terciario,6552
18154,jardin_infante,498
18154,jardin_maternal,789
18154,primaria,1758
18154,secundaria,1480
18154,terciario,5606
18161,jardin_infante,793
18161,jardin_maternal,1378
18161,primaria,2726
18161,secundaria,2356
18161,terciario,10386
18168,jardin_infante,2450
18168,jardin_maternal,4534
18168,primaria,9454
18168,secundaria,7725
18168,terciario,33935
18175,jardin_infante,368
18175,jardin_maternal,554
18175,primaria,1251
18175,secundaria,1114
18175,terciario,4466
22007,jardin_infante,1478
22007,jardin_maternal,2611
22007,primaria,5089
22007,secundaria,4604
22007,terciario,17936
22014,jardin_infante,912
22014,jardin_maternal,1648
22014,primaria,3431
22014,secundaria,2793
22014,terciario,12887
22021,jardin_infante,3203
22021,jardin_maternal,5376
22021,primaria,12218
22021,secundaria,10680
22021,terciario,47841
22028,jardin_infante,1148
22028,jardin_maternal,1966
22028,primaria,4114
22028,secundaria,3194
22028,terciario,16638
22036,jardin_infante,730
22036,jardin_maternal,1532
22036,primaria,2851
22036,secundaria,2323
22036,terciario,11187
22039,jardin_infante,269
22039,jardin_maternal,476
22039,primaria,895
22039,secundaria,768
22039,terciario,3978
22043,jardin_infante,324
22043,jardin_maternal,644
22043,primaria,1305
22043,secundaria,1039
22043,terciario,4934
22049,jardin_infante,507
22049,jardin_maternal,904
22049,primaria,1698
22049,secundaria,1470
22049,terciario,5924
22056,jardin_infante,509
22056,jardin_maternal,776
22056,primaria,1794
22056,secundaria,1513
22056,terciario,7156
22063,jardin_infante,2635
22063,jardin_maternal,4286
22063,primaria,9486
22063,secundaria,7565
22063,terciario,33212
22070,jardin_infante,836
22070,jardin_maternal,1482
22070,primaria,3020
22070,secundaria,2776
22070,terciario,10000
22077,jardin_infante,478
22077,jardin_maternal,804
22077,primaria,1682
22077,secundaria,1357
22077,terciario,6664
22084,jardin_infante,2384
22084,jardin_maternal,4130
22084,primaria,8406
22084,secundaria,6903
22084,terciario,30716
22091,jardin_infante,981
22091,jardin_maternal,1720
22091,primaria,3468
22091,secundaria,2776
22091,terciario,12269
22098,jardin_infante,2075
22098,jardin_maternal,3805
22098,primaria,7600
22098,secundaria,5872
22098,terciario,27885
22105,jardin_infante,1092
22105,jardin_maternal,1895
22105,primaria,3572
22105,secundaria,3053
22105,terciario,14260
22112,jardin_infante,685
22112,jardin_maternal,1405
22112,primaria,3018
22112,secundaria,2575
22112,terciario,9920
22119,jardin_infante,509
22119,jardin_maternal,844
22119,primaria,1853
22119,secundaria,1510
22119,terciario,6462
22126,jardin_infante,530
22126,jardin_maternal,830
22126,primaria,1810
22126,secundaria,1262
22126,terciario,6812
22133,jardin_infante,1147
22133,jardin_maternal,2021
22133,primaria,3819
22133,secundaria,3539
22133,terciario,14905
22140,jardin_infante,12127
22140,jardin_maternal,19694
22140,primaria,45514
22140,secundaria,36791
22140,terciario,205009
22147,jardin_infante,611
22147,jardin_maternal,1096
22147,primaria,2119
22147,secundaria,1694
22147,terciario,7387
22154,jardin_infante,642
22154,jardin_maternal,1127
22154,primaria,2286
22154,secundaria,1912
22154,terciario,8772
22161,jardin_infante,128
22161,jardin_maternal,266
22161,primaria,505
22161,secundaria,442
22161,terciario,1884
22168,jardin_infante,1161
22168,jardin_maternal,2140
22168,primaria,4543
22168,secundaria,3788
22168,terciario,14839
26007,jardin_infante,2999
26007,jardin_maternal,5112
26007,primaria,12244
26007,secundaria,10407
26007,terciario,50241
26014,jardin_infante,794
26014,jardin_maternal,1228
26014,primaria,3216
26014,secundaria,2710
26014,terciario,13110
26021,jardin_infante,6480
26021,jardin_maternal,10188
26021,primaria,25207
26021,secundaria,20255
26021,terciario,105094
26028,jardin_infante,74
26028,jardin_maternal,101
26028,primaria,221
26028,secundaria,157
26028,terciario,850
26035,jardin_infante,1420
26035,jardin_maternal,2102
26035,primaria,5702
26035,secundaria,4656
26035,terciario,23925
26042,jardin_infante,381
26042,jardin_maternal,617
26042,primaria,1396
26042,secundaria,1244
26042,terciario,5723
26049,jardin_infante,38
26049,jardin_maternal,45
26049,primaria,108
26049,secundaria,97
26049,terciario,532
26056,jardin_infante,102
26056,jardin_maternal,134
26056,primaria,297
26056,secundaria,269
26056,terciario,1281
26063,jardin_infante,34
26063,jardin_maternal,30
26063,primaria,74
26063,secundaria,54
26063,terciario,312
26070,jardin_infante,58
26070,jardin_maternal,79
26070,primaria,191
26070,secundaria,147
26070,terciario,906
26077,jardin_infante,4049
26077,jardin_maternal,6442
26077,primaria,15641
26077,secundaria,13427
26077,terciario,69091
26084,jardin_infante,209
26084,jardin_maternal,356
26084,primaria,746
26084,secundaria,517
26084,terciario,3079
26091,jardin_infante,500
26091,jardin_maternal,844
26091,primaria,1995
26091,secundaria,1510
26091,terciario,7044
26098,jardin_infante,192
26098,jardin_maternal,272
26098,primaria,754
26098,secundaria,546
26098,terciario,2736
26105,jardin_infante,41
26105,jardin_maternal,76
26105,primaria,167
26105,secundaria,151
26105,terciario,741
30008,jardin_infante,2348
30008,jardin_maternal,3559
30008,primaria,8095
30008,secundaria,6808
30008,terciario,34040
30015,jardin_infante,6695
