id_depto,id_nivel,cantidad
30015,jardin_maternal,11206
30015,primaria,24910
30015,secundaria,19760
30015,terciario,90989
30021,jardin_infante,1458
30021,jardin_maternal,2389
30021,primaria,5216
30021,secundaria,4404
30021,terciario,24467
30028,jardin_infante,2597
30028,jardin_maternal,4279
30028,primaria,9326
30028,secundaria,7362
30028,terciario,36584
30035,jardin_infante,1002
30035,jardin_maternal,1627
30035,primaria,3327
30035,secundaria,2784
30035,terciario,13692
30042,jardin_infante,556
30042,jardin_maternal,905
30042,primaria,2002
30042,secundaria,1752
30042,terciario,7851
30049,jardin_infante,1769
30049,jardin_maternal,2760
30049,primaria,6359
30049,secundaria,5287
30049,terciario,25204
30056,jardin_infante,3696
30056,jardin_maternal,5714
30056,primaria,13745
30056,secundaria,11683
30056,terciario,56237
30063,jardin_infante,471
30063,jardin_maternal,800
30063,primaria,1790
30063,secundaria,1491
30063,terciario,6371
30070,jardin_infante,2432
30070,jardin_maternal,4117
30070,primaria,9094
30070,secundaria,7510
30070,terciario,34043
30077,jardin_infante,1282
30077,jardin_maternal,2082
30077,primaria,4731
30077,secundaria,3961
30077,terciario,19007
30084,jardin_infante,11013
30084,jardin_maternal,16962
30084,primaria,40780
30084,secundaria,34203
30084,terciario,184509
30088,jardin_infante,647
30088,jardin_maternal,1096
30088,primaria,2487
30088,secundaria,2170
30088,terciario,9151
30091,jardin_infante,963
30091,jardin_maternal,1514
30091,primaria,3601
30091,secundaria,2963
30091,terciario,13401
30098,jardin_infante,3340
30098,jardin_maternal,5292
30098,primaria,12543
30098,secundaria,10989
30098,terciario,52967
30105,jardin_infante,1193
30105,jardin_maternal,1930
30105,primaria,4259
30105,secundaria,3629
30105,terciario,18362
30113,jardin_infante,1783
30113,jardin_maternal,2896
30113,primaria,6258
30113,secundaria,5445
30113,terciario,25117
34007,jardin_infante,635
34007,jardin_maternal,1128
34007,primaria,2371
34007,secundaria,1864
34007,terciario,7072
34014,jardin_infante,8126
34014,jardin_maternal,13001
34014,primaria,30764
34014,secundaria,26381
34014,terciario,130309
34021,jardin_infante,652
34021,jardin_maternal,1073
34021,primaria,2496
34021,secundaria,2230
34021,terciario,8506
34028,jardin_infante,662
34028,jardin_maternal,1256
34028,primaria,2539
34028,secundaria,2024
34028,terciario,8039
34035,jardin_infante,3062
34035,jardin_maternal,5008
34035,primaria,11476
34035,secundaria,8864
34035,terciario,36419
34042,jardin_infante,645
34042,jardin_maternal,1219
34042,primaria,2530
34042,secundaria,2118
34042,terciario,8064
34049,jardin_infante,3326
34049,jardin_maternal,5608
34049,primaria,11883
34049,secundaria,9453
34049,terciario,41247
34056,jardin_infante,2616
34056,jardin_maternal,4214
34056,primaria,9417
34056,secundaria,7940
34056,terciario,31548
34063,jardin_infante,841
34063,jardin_maternal,1580
34063,primaria,3239
34063,secundaria,2578
34063,terciario,7968
38007,jardin_infante,495
38007,jardin_maternal,827
38007,primaria,2002
38007,secundaria,1782
38007,terciario,7045
38014,jardin_infante,4264
38014,jardin_maternal,6754
38014,primaria,15576
38014,secundaria,12999
38014,terciario,59390
38021,jardin_infante,9191
38021,jardin_maternal,13857
38021,primaria,36369
38021,secundaria,29775
38021,terciario,153645
38028,jardin_infante,751
38028,jardin_maternal,1001
38028,primaria,2892
38028,secundaria,2366
38028,terciario,9714
38035,jardin_infante,3016
38035,jardin_maternal,5131
38035,primaria,11518
38035,secundaria,9498
38035,terciario,44687
38042,jardin_infante,1929
38042,jardin_maternal,2871
38042,primaria,7650
38042,secundaria,6532
38042,terciario,31309
38049,jardin_infante,59
38049,jardin_maternal,111
38049,primaria,292
38049,secundaria,187
38049,terciario,746
38056,jardin_infante,208
38056,jardin_maternal,331
38056,primaria,820
38056,secundaria,617
38056,terciario,3286
38063,jardin_infante,2829
38063,jardin_maternal,4376
38063,primaria,10745
38063,secundaria,8540
38063,terciario,41307
38070,jardin_infante,707
38070,jardin_maternal,1198
38070,primaria,2848
38070,secundaria,2152
38070,terciario,9749
38077,jardin_infante,121
38077,jardin_maternal,161
38077,primaria,350
38077,secundaria,304
38077,terciario,1088
38084,jardin_infante,172
38084,jardin_maternal,267
38084,primaria,604
38084,secundaria,483
38084,terciario,1835
38094,jardin_infante,440
38094,jardin_maternal,623
38094,primaria,1787
38094,secundaria,1565
38094,terciario,7150
38098,jardin_infante,135
38098,jardin_maternal,240
38098,primaria,631
38098,secundaria,468
38098,terciario,2613
38105,jardin_infante,83
38105,jardin_maternal,111
38105,primaria,332
38105,secundaria,273
38105,terciario,1114
38112,jardin_infante,914
38112,jardin_maternal,1453
38112,primaria,3247
38112,secundaria,2798
38112,terciario,12083
42007,jardin_infante,293
42007,jardin_maternal,476
42007,primaria,1146
42007,secundaria,1002
42007,terciario,4714
42014,jardin_infante,72
42014,jardin_maternal,122
42014,primaria,325
42014,secundaria,283
42014,terciario,1158
42021,jardin_infante,3318
42021,jardin_maternal,4940
42021,primaria,12927
42021,secundaria,10902
42021,terciario,55086
42028,jardin_infante,249
42028,jardin_maternal,399
42028,primaria,1019
42028,secundaria,794
42028,terciario,3711
42035,jardin_infante,433
42035,jardin_maternal,590
42035,primaria,1567
42035,secundaria,1227
42035,terciario,6587
42042,jardin_infante,33
42042,jardin_maternal,66
42042,primaria,125
42042,secundaria,90
42042,terciario,477
42049,jardin_infante,88
42049,jardin_maternal,113
42049,primaria,354
42049,secundaria,270
42049,terciario,1302
42056,jardin_infante,369
42056,jardin_maternal,591
42056,primaria,1353
42056,secundaria,1136
42056,terciario,5405
42063,jardin_infante,49
42063,jardin_maternal,61
42063,primaria,180
42063,secundaria,163
42063,terciario,669
42070,jardin_infante,256
42070,jardin_maternal,434
42070,primaria,894
42070,secundaria,827
42070,terciario,3939
42077,jardin_infante,183
42077,jardin_maternal,303
42077,primaria,693
42077,secundaria,617
42077,terciario,3230
42084,jardin_infante,17
42084,jardin_maternal,22
42084,primaria,52
42084,secundaria,44
42084,terciario,177
42091,jardin_infante,10
42091,jardin_maternal,23
42091,primaria,46
42091,secundaria,24
42091,terciario,186
42098,jardin_infante,262
42098,jardin_maternal,385
42098,primaria,993
42098,secundaria,858
42098,terciario,4141
42105,jardin_infante,2019
42105,jardin_maternal,3273
42105,primaria,7633
42105,secundaria,6334
42105,terciario,32001
42112,jardin_infante,422
42112,jardin_maternal,673
42112,primaria,1576
42112,secundaria,1178
42112,terciario,5586
42119,jardin_infante,236
42119,jardin_maternal,364
42119,primaria,825
42119,secundaria,807
42119,terciario,3595
42126,jardin_infante,356
42126,jardin_maternal,497
42126,primaria,1281
42126,secundaria,1164
42126,terciario,4785
42133,jardin_infante,478
42133,jardin_maternal,754
42133,primaria,1924
42133,secundaria,1672
42133,terciario,7382
42140,jardin_infante,630
42140,jardin_maternal,910
42140,primaria,2436
42140,secundaria,1773
42140,terciario,8531
42147,jardin_infante,179
42147,jardin_maternal,256
42147,primaria,580
42147,secundaria,495
42147,terciario,2468
42154,jardin_infante,548
42154,jardin_maternal,773
42154,primaria,2084
42154,secundaria,1668
42154,terciario,8014
46007,jardin_infante,502
46007,jardin_maternal,851
46007,primaria,1915
46007,secundaria,1593
46007,terciario,7973
46014,jardin_infante,5949
46014,jardin_maternal,9748
46014,primaria,23293
46014,secundaria,20533
46014,terciario,108659
46021,jardin_infante,151
46021,jardin_maternal,258
46021,primaria,626
46021,secundaria,511
46021,terciario,2636
46028,jardin_infante,320
46028,jardin_maternal,509
46028,primaria,1249
46028,secundaria,1001
46028,terciario,5552
46035,jardin_infante,486
46035,jardin_maternal,821
46035,primaria,1589
46035,secundaria,1472
46035,terciario,7422
46042,jardin_infante,1757
46042,jardin_maternal,2822
46042,primaria,7038
46042,secundaria,6402
46042,terciario,28630
46049,jardin_infante,184
46049,jardin_maternal,295
46049,primaria,757
46049,secundaria,711
46049,terciario,3233
46056,jardin_infante,92
46056,jardin_maternal,163
46056,primaria,392
46056,secundaria,296
46056,terciario,1481
46063,jardin_infante,226
46063,jardin_maternal,395
46063,primaria,784
46063,secundaria,728
46063,terciario,3493
46070,jardin_infante,127
46070,jardin_maternal,210
46070,primaria,406
46070,secundaria,417
46070,terciario,1810
46077,jardin_infante,60
46077,jardin_maternal,98
46077,primaria,191
46077,secundaria,187
46077,terciario,920
46084,jardin_infante,202
46084,jardin_maternal,365
46084,primaria,765
46084,secundaria,696
46084,terciario,3266
46091,jardin_infante,139
46091,jardin_maternal,255
46091,primaria,643
46091,secundaria,550
46091,terciario,2257
46098,jardin_infante,84
46098,jardin_maternal,140
46098,primaria,294
46098,secundaria,257
46098,terciario,1256
46105,jardin_infante,84
46105,jardin_maternal,125
46105,primaria,291
46105,secundaria,257
46105,terciario,1064
46112,jardin_infante,516
46112,jardin_maternal,794
46112,primaria,1900
46112,secundaria,1616
46112,terciario,7110
46119,jardin_infante,122
46119,jardin_maternal,223
46119,primaria,501
46119,secundaria,422
46119,terciario,1942
46126,jardin_infante,86
46126,jardin_maternal,144
46126,primaria,361
46126,secundaria,270
46126,terciario,1420
50007,jardin_infante,3094
50007,jardin_maternal,5189
50007,primaria,11563
50007,secundaria,9394
50007,terciario,57859
50014,jardin_infante,1558
50014,jardin_maternal,2511
50014,primaria,6260
50014,secundaria,4846
50014,terciario,21846
50021,jardin_infante,5076
50021,jardin_maternal,8316
50021,primaria,19838
50021,secundaria,16701
50021,terciario,88759
50028,jardin_infante,9865
50028,jardin_maternal,15484
50028,primaria,36996
50028,secundaria,29798
50028,terciario,147161
50035,jardin_infante,1443
50035,jardin_maternal,2219
50035,primaria,5299
50035,secundaria,4319
50035,terciario,20878
50042,jardin_infante,400
50042,jardin_maternal,618
50042,primaria,1499
50042,secundaria,1108
50042,terciario,5578
50049,jardin_infante,7877
50049,jardin_maternal,11823
50049,primaria,28992
50049,secundaria,23685
50049,terciario,106000
50056,jardin_infante,1782
50056,jardin_maternal,2744
50056,primaria,6674
50056,secundaria,5019
50056,terciario,21854
50063,jardin_infante,5345
50063,jardin_maternal,8569
50063,primaria,20822
50063,secundaria,17463
50063,terciario,78436
50070,jardin_infante,6997
50070,jardin_maternal,11166
50070,primaria,26442
50070,secundaria,21528
50070,terciario,101917
50077,jardin_infante,1144
50077,jardin_maternal,1667
50077,primaria,4345
50077,secundaria,3426
50077,terciario,14887
50084,jardin_infante,1963
50084,jardin_maternal,3298
50084,primaria,7683
50084,secundaria,6036
50084,terciario,28388
50091,jardin_infante,1315
50091,jardin_maternal,2160
50091,primaria,5109
50091,secundaria,4018
50091,terciario,18130
50098,jardin_infante,4466
50098,jardin_maternal,7176
50098,primaria,17257
50098,secundaria,13262
50098,terciario,61695
50105,jardin_infante,6737
50105,jardin_maternal,10500
50105,primaria,24756
50105,secundaria,19958
50105,terciario,93924
50112,jardin_infante,644
50112,jardin_maternal,1121
50112,primaria,2509
50112,secundaria,1897
50112,terciario,8656
50119,jardin_infante,1948
50119,jardin_maternal,3210
50119,primaria,7833
50119,secundaria,6153
50119,terciario,27072
50126,jardin_infante,1435
50126,jardin_maternal,2375
50126,primaria,5685
50126,secundaria,4481
50126,terciario,19275
54007,jardin_infante,1908
54007,jardin_maternal,3354
54007,primaria,6783
54007,secundaria,5453
54007,terciario,23134
54014,jardin_infante,2299
54014,jardin_maternal,4126
54014,primaria,8762
54014,secundaria,6766
54014,terciario,26569
54021,jardin_infante,1328
54021,jardin_maternal,2430
54021,primaria,4979
54021,secundaria,3937
54021,terciario,15351
54028,jardin_infante,12645
54028,jardin_maternal,20497
54028,primaria,47460
54028,secundaria,37696
54028,terciario,188367
54035,jardin_infante,372
54035,jardin_maternal,715
54035,primaria,1384
54035,secundaria,1152
54035,terciario,4470
54042,jardin_infante,3139
54042,jardin_maternal,5582
54042,primaria,12100
54042,secundaria,9635
54042,terciario,41643
54049,jardin_infante,1938
54049,jardin_maternal,3520
54049,primaria,6918
54049,secundaria,5169
54049,terciario,21082
54056,jardin_infante,3135
54056,jardin_maternal,5667
54056,primaria,11433
54056,secundaria,8836
54056,terciario,35322
54063,jardin_infante,3933
54063,jardin_maternal,6708
54063,primaria,14290
54063,secundaria,10929
54063,terciario,46052
54070,jardin_infante,1687
54070,jardin_maternal,2743
54070,primaria,6082
54070,secundaria,4879
54070,terciario,22816
54077,jardin_infante,1906
54077,jardin_maternal,3321
54077,primaria,6927
54077,secundaria,5525
54077,terciario,23166
54084,jardin_infante,1388
54084,jardin_maternal,2286
54084,primaria,5313
54084,secundaria,4258
54084,terciario,16954
54091,jardin_infante,4268
54091,jardin_maternal,7412
54091,primaria,16152
54091,secundaria,12528
54091,terciario,55987
54098,jardin_infante,2326
54098,jardin_maternal,4172
54098,primaria,8670
54098,secundaria,6716
54098,terciario,28022
54105,jardin_infante,844
54105,jardin_maternal,1502
54105,primaria,3294
54105,secundaria,2470
54105,terciario,10328
54112,jardin_infante,1480
54112,jardin_maternal,2982
54112,primaria,5727
54112,secundaria,4161
54112,terciario,15315
54119,jardin_infante,1144
54119,jardin_maternal,2225
54119,primaria,4288
54119,secundaria,3286
54119,terciario,13844
58007,jardin_infante,349
58007,jardin_maternal,529
58007,primaria,1208
58007,secundaria,1021
58007,terciario,4923
58014,jardin_infante,701
58014,jardin_maternal,1207
58014,primaria,2480
58014,secundaria,1881
58014,terciario,9265
58021,jardin_infante,92
58021,jardin_maternal,128
58021,primaria,368
58021,secundaria,258
58021,terciario,1124
58028,jardin_infante,149
58028,jardin_maternal,211
58028,primaria,535
58028,secundaria,461
58028,terciario,2265
58035,jardin_infante,13653
58035,jardin_maternal,21086
58035,primaria,52500
58035,secundaria,42174
58035,terciario,230021
58042,jardin_infante,521
58042,jardin_maternal,777
58042,primaria,2162
58042,secundaria,1701
58042,terciario,8942
58049,jardin_infante,700
58049,jardin_maternal,1013
58049,primaria,2530
58049,secundaria,1973
58049,terciario,10169
58056,jardin_infante,1141
58056,jardin_maternal,1660
58056,primaria,4460
58056,secundaria,3818
58056,terciario,19190
58063,jardin_infante,262
58063,jardin_maternal,413
58063,primaria,927
58063,secundaria,729
58063,terciario,3684
58070,jardin_infante,470
58070,jardin_maternal,666
58070,primaria,1861
58070,secundaria,1466
58070,terciario,7592
58077,jardin_infante,316
58077,jardin_maternal,421
58077,primaria,1061
58077,secundaria,831
58077,terciario,4595
58084,jardin_infante,181
58084,jardin_maternal,259
58084,primaria,646
58084,secundaria,522
58084,terciario,2678
58091,jardin_infante,1036
58091,jardin_maternal,1642
58091,primaria,4093
58091,secundaria,3242
58091,terciario,15283
58098,jardin_infante,151
58098,jardin_maternal,240
58098,primaria,631
58098,secundaria,445
58098,terciario,2313
58105,jardin_infante,305
58105,jardin_maternal,416
58105,primaria,1097
58105,secundaria,793
58105,terciario,4012
58112,jardin_infante,1364
58112,jardin_maternal,2062
58112,primaria,5480
58112,secundaria,4533
58112,terciario,21296
62007,jardin_infante,1818
62007,jardin_maternal,2699
62007,primaria,7124
62007,secundaria,6046
62007,terciario,29915
62014,jardin_infante,1347
62014,jardin_maternal,2060
62014,primaria,4940
62014,secundaria,4126
62014,terciario,19224
62021,jardin_infante,4441
62021,jardin_maternal,6825
62021,primaria,17315
62021,secundaria,13885
62021,terciario,78311
62028,jardin_infante,260
62028,jardin_maternal,345
62028,primaria,840
62028,secundaria,630
62028,terciario,3440
62035,jardin_infante,200
62035,jardin_maternal,345
62035,primaria,901
62035,secundaria,675
62035,terciario,3145
62042,jardin_infante,11314
62042,jardin_maternal,17982
62042,primaria,43425
62042,secundaria,35515
62042,terciario,180201
62049,jardin_infante,88
62049,jardin_maternal,186
62049,primaria,408
62049,secundaria,321
62049,terciario,1637
62056,jardin_infante,45
62056,jardin_maternal,68
62056,primaria,141
62056,secundaria,127
62056,terciario,641
62063,jardin_infante,566
62063,jardin_maternal,778
62063,primaria,1943
62063,secundaria,1439
62063,terciario,7343
62070,jardin_infante,231
62070,jardin_maternal,367
62070,primaria,1107
62070,secundaria,821
62070,terciario,4171
62077,jardin_infante,1016
62077,jardin_maternal,1714
62077,primaria,4166
62077,secundaria,3416
62077,terciario,16371
62084,jardin_infante,134
62084,jardin_maternal,203
62084,primaria,457
62084,secundaria,367
62084,terciario,1876
62091,jardin_infante,587
62091,jardin_maternal,766
62091,primaria,1877
62091,secundaria,1607
62091,terciario,7716
66007,jardin_infante,2456
66007,jardin_maternal,4596
66007,primaria,9429
66007,secundaria,7601
66007,terciario,32783
66014,jardin_infante,299
66014,jardin_maternal,533
66014,primaria,1236
66014,secundaria,883
66014,terciario,4059
66021,jardin_infante,545
66021,jardin_maternal,885
66021,primaria,2378
66021,secundaria,1887
66021,terciario,8480
66028,jardin_infante,18538
66028,jardin_maternal,29274
66028,primaria,72054
66028,secundaria,59245
66028,terciario,301380
66035,jardin_infante,2013
66035,jardin_maternal,3329
66035,primaria,8047
66035,secundaria,6079
66035,terciario,26784
66042,jardin_infante,798
66042,jardin_maternal,1271
66042,primaria,3014
66042,secundaria,2568
66042,terciario,11654
66049,jardin_infante,1804
66049,jardin_maternal,3054
66049,primaria,6917
66049,secundaria,5526
66049,terciario,26456
66056,jardin_infante,7050
66056,jardin_maternal,12459
66056,primaria,25874
66056,secundaria,20452
66056,terciario,79945
66063,jardin_infante,136
66063,jardin_maternal,178
66063,primaria,403
66063,secundaria,332
66063,terciario,1593
66070,jardin_infante,260
66070,jardin_maternal,416
66070,primaria,930
66070,secundaria,785
66070,terciario,2547
66077,jardin_infante,360
66077,jardin_maternal,606
66077,primaria,1430
66077,secundaria,1076
66077,terciario,5962
66084,jardin_infante,235
66084,jardin_maternal,361
66084,primaria,904
66084,secundaria,755
66084,terciario,3217
66091,jardin_infante,65
66091,jardin_maternal,102
66091,primaria,260
66091,secundaria,234
66091,terciario,780
66098,jardin_infante,308
66098,jardin_maternal,452
66098,primaria,1108
66098,secundaria,909
66098,terciario,4098
66105,jardin_infante,322
66105,jardin_maternal,553
66105,primaria,1130
66105,secundaria,923
66105,terciario,3359
66112,jardin_infante,1649
66112,jardin_maternal,2677
66112,primaria,5695
66112,secundaria,4488
66112,terciario,22432
66119,jardin_infante,210
66119,jardin_maternal,306
66119,primaria,837
66119,secundaria,706
66119,terciario,2525
66126,jardin_infante,6038
66126,jardin_maternal,10613
66126,primaria,22746
66126,secundaria,18047
66126,terciario,73903
66133,jardin_infante,1699
66133,jardin_maternal,3349
66133,primaria,6427
66133,secundaria,4929
66133,terciario,16487
66140,jardin_infante,1118
66140,jardin_maternal,1848
66140,primaria,4146
66140,secundaria,3302
66140,terciario,15171
66147,jardin_infante,1824
66147,jardin_maternal,2911
66147,primaria,6604
66147,secundaria,5208
66147,terciario,23915
66154,jardin_infante,269
66154,jardin_maternal,405
66154,primaria,1102
66154,secundaria,812
66154,terciario,3378
66161,jardin_infante,393
66161,jardin_maternal,516
66161,primaria,1436
66161,secundaria,1218
66161,terciario,3782
70007,jardin_infante,1063
70007,jardin_maternal,1895
70007,primaria,4253
70007,secundaria,3543
70007,terciario,14428
70014,jardin_infante,357
70014,jardin_maternal,612
70014,primaria,1380
70014,secundaria,1164
70014,terciario,4506
70021,jardin_infante,413
70021,jardin_maternal,691
70021,primaria,1476
70021,secundaria,1116
70021,terciario,4904
70028,jardin_infante,2871
70028,jardin_maternal,4978
70028,primaria,10619
70028,secundaria,9248
70028,terciario,51199
70035,jardin_infante,1556
70035,jardin_maternal,2763
70035,primaria,5636
70035,secundaria,5029
70035,terciario,19934
70042,jardin_infante,3724
70042,jardin_maternal,6155
70042,primaria,13494
70042,secundaria,11469
70042,terciario,47769
70049,jardin_infante,275
70049,jardin_maternal,544
70049,primaria,1084
70049,secundaria,908
70049,terciario,4106
70056,jardin_infante,785
70056,jardin_maternal,1370
70056,primaria,2781
70056,secundaria,2398
70056,terciario,11238
70063,jardin_infante,490
70063,jardin_maternal,805
70063,primaria,1704
70063,secundaria,1390
70063,terciario,5906
70070,jardin_infante,2741
70070,jardin_maternal,4541
70070,primaria,10435
70070,secundaria,8555
70070,terciario,33670
70077,jardin_infante,4452
70077,jardin_maternal,7507
70077,primaria,16891
70077,secundaria,14120
70077,terciario,62037
70084,jardin_infante,3186
70084,jardin_maternal,5213
70084,primaria,11692
70084,secundaria,9610
70084,terciario,46362
70091,jardin_infante,553
70091,jardin_maternal,1033
70091,primaria,2165
70091,secundaria,1718
70091,terciario,6752
70098,jardin_infante,2097
70098,jardin_maternal,3523
70098,primaria,7756
70098,secundaria,6279
70098,terciario,28165
70105,jardin_infante,1080
70105,jardin_maternal,1796
70105,primaria,3853
70105,secundaria,3304
70105,terciario,12235
70112,jardin_infante,236
70112,jardin_maternal,378
70112,primaria,864
70112,secundaria,704
70112,terciario,3074
70119,jardin_infante,282
70119,jardin_maternal,490
70119,primaria,963
70119,secundaria,801
70119,terciario,3856
70126,jardin_infante,840
70126,jardin_maternal,1454
70126,primaria,2998
70126,secundaria,2605
70126,terciario,9295
70133,jardin_infante,241
70133,jardin_maternal,438
70133,primaria,881
70133,secundaria,729
70133,terciario,3127
74007,jardin_infante,705
74007,jardin_maternal,1298
74007,primaria,2770
74007,secundaria,2471
74007,terciario,10337
74014,jardin_infante,166
74014,jardin_maternal,278
74014,primaria,651
74014,secundaria,545
74014,terciario,2323
74021,jardin_infante,434
74021,jardin_maternal,746
74021,primaria,1710
74021,secundaria,1641
74021,terciario,7279
74028,jardin_infante,761
74028,jardin_maternal,1185
74028,primaria,2742
74028,secundaria,2612
74028,terciario,12175
74035,jardin_infante,4412
74035,jardin_maternal,7510
74035,primaria,17217
74035,secundaria,15346
74035,terciario,70005
74042,jardin_infante,498
74042,jardin_maternal,785
74042,primaria,1708
74042,secundaria,1593
74042,terciario,6594
74049,jardin_infante,1091
74049,jardin_maternal,1734
74049,primaria,4272
74049,secundaria,3956
74049,terciario,18119
74056,jardin_infante,7378
74056,jardin_maternal,12303
74056,primaria,28921
74056,secundaria,27055
74056,terciario,126105
74063,jardin_infante,133
74063,jardin_maternal,194
74063,primaria,445
74063,secundaria,444
74063,terciario,1948
78007,jardin_infante,547
78007,jardin_maternal,909
78007,primaria,1949
78007,secundaria,1497
78007,terciario,7529
78014,jardin_infante,4203
78014,jardin_maternal,6513
78014,primaria,16156
78014,secundaria,13468
78014,terciario,62671
78021,jardin_infante,4350
78021,jardin_maternal,6223
78021,primaria,16392
78021,secundaria,13731
78021,terciario,67037
78028,jardin_infante,981
78028,jardin_maternal,1199
78028,primaria,3312
78028,secundaria,2596
78028,terciario,13069
78035,jardin_infante,544
78035,jardin_maternal,754
78035,primaria,1616
78035,secundaria,1174
78035,terciario,6258
78042,jardin_infante,437
78042,jardin_maternal,673
78042,primaria,1739
78042,secundaria,1324
78042,terciario,6367
78049,jardin_infante,238
78049,jardin_maternal,347
78049,primaria,874
78049,secundaria,653
78049,terciario,3098
82007,jardin_infante,1365
82007,jardin_maternal,2232
82007,primaria,4903
82007,secundaria,4293
82007,terciario,22071
82014,jardin_infante,2173
82014,jardin_maternal,3793
82014,primaria,8294
82014,secundaria,7108
82014,terciario,38205
82021,jardin_infante,5723
82021,jardin_maternal,9369
82021,primaria,20593
82021,secundaria,17437
82021,terciario,87764
82028,jardin_infante,2535
82028,jardin_maternal,4258
82028,primaria,9370
82028,secundaria,8501
82028,terciario,41237
82035,jardin_infante,843
82035,jardin_maternal,1506
82035,primaria,2920
82035,secundaria,2238
82035,terciario,11898
82042,jardin_infante,5571
82042,jardin_maternal,9313
82042,primaria,20764
82042,secundaria,17525
82042,terciario,88213
82049,jardin_infante,6367
82049,jardin_maternal,10835
82049,primaria,22397
82049,secundaria,19095
82049,terciario,91378
82056,jardin_infante,2142
82056,jardin_maternal,3600
82056,primaria,7768
82056,secundaria,6189
82056,terciario,32382
82063,jardin_infante,16404
82063,jardin_maternal,26533
82063,primaria,60178
82063,secundaria,51318
82063,terciario,270498
82070,jardin_infante,3203
82070,jardin_maternal,5316
82070,primaria,11728
82070,secundaria,10201
82070,terciario,53694
82077,jardin_infante,988
82077,jardin_maternal,1732
82077,primaria,3636
82077,secundaria,3285
82077,terciario,14405
82084,jardin_infante,36883
82084,jardin_maternal,61021
82084,primaria,136909
82084,secundaria,111326
82084,terciario,633645
82091,jardin_infante,2230
82091,jardin_maternal,3676
82091,primaria,8274
82091,secundaria,6990
82091,terciario,32335
82098,jardin_infante,1096
82098,jardin_maternal,1980
82098,primaria,4011
82098,secundaria,3004
82098,terciario,15406
82105,jardin_infante,2578
82105,jardin_maternal,4129
82105,primaria,9086
82105,secundaria,7615
82105,terciario,38004
82112,jardin_infante,1372
82112,jardin_maternal,2394
82112,primaria,5112
82112,secundaria,4294
82112,terciario,20899
82119,jardin_infante,6225
82119,jardin_maternal,10131
82119,primaria,22850
82119,secundaria,17689
82119,terciario,90186
82126,jardin_infante,1948
82126,jardin_maternal,3229
82126,primaria,7148
82126,secundaria,5857
82126,terciario,29467
82133,jardin_infante,1902
82133,jardin_maternal,3083
82133,primaria,6546
82133,secundaria,5536
82133,terciario,25307
86007,jardin_infante,300
86007,jardin_maternal,504
86007,primaria,1064
86007,secundaria,941
86007,terciario,4222
86014,jardin_infante,776
86014,jardin_maternal,1522
86014,primaria,2854
86014,secundaria,2369
86014,terciario,9294
86021,jardin_infante,543
86021,jardin_maternal,977
86021,primaria,2168
86021,secundaria,1880
86021,terciario,6546
86028,jardin_infante,1026
86028,jardin_maternal,1732
86028,primaria,3527
86028,secundaria,3231
86028,terciario,11447
86035,jardin_infante,6003
86035,jardin_maternal,10115
86035,primaria,21600
86035,secundaria,17110
86035,terciario,81622
86042,jardin_infante,372
86042,jardin_maternal,661
86042,primaria,1293
86042,secundaria,1074
86042,terciario,5189
86049,jardin_infante,10160
86049,jardin_maternal,16192
86049,primaria,37231
86049,secundaria,30377
86049,terciario,162875
86056,jardin_infante,1344
86056,jardin_maternal,2564
86056,primaria,4966
86056,secundaria,4367
86056,terciario,16410
86063,jardin_infante,1408
86063,jardin_maternal,2338
86063,primaria,5276
86063,secundaria,4520
86063,terciario,20062
86070,jardin_infante,773
86070,jardin_maternal,1354
86070,primaria,2803
86070,secundaria,2471
86070,terciario,8897
86077,jardin_infante,1684
86077,jardin_maternal,3088
86077,primaria,6042
86077,secundaria,5394
86077,terciario,21525
86084,jardin_infante,337
86084,jardin_maternal,563
86084,primaria,1095
86084,secundaria,941
86084,terciario,4188
86091,jardin_infante,661
86091,jardin_maternal,1186
86091,primaria,2376
86091,secundaria,2055
86091,terciario,8526
86098,jardin_infante,747
86098,jardin_maternal,1405
86098,primaria,3004
86098,secundaria,2585
86098,terciario,9222
86105,jardin_infante,748
86105,jardin_maternal,1495
86105,primaria,3051
86105,secundaria,2561
86105,terciario,11352
86112,jardin_infante,35
86112,jardin_maternal,77
86112,primaria,143
86112,secundaria,160
86112,terciario,636
86119,jardin_infante,1628
86119,jardin_maternal,2980
86119,primaria,5635
86119,secundaria,5178
86119,terciario,18597
86126,jardin_infante,504
86126,jardin_maternal,888
86126,primaria,1714
86126,secundaria,1633
86126,terciario,6722
86133,jardin_infante,964
86133,jardin_maternal,1668
86133,primaria,3634
86133,secundaria,2937
86133,terciario,11848
86140,jardin_infante,502
86140,jardin_maternal,784
86140,primaria,1585
86140,secundaria,1324
86140,terciario,5301
86147,jardin_infante,2272
86147,jardin_maternal,4105
86147,primaria,8569
86147,secundaria,6856
86147,terciario,30715
86154,jardin_infante,179
86154,jardin_maternal,308
86154,primaria,649
86154,secundaria,539
86154,terciario,2473
86161,jardin_infante,1938
86161,jardin_maternal,3497
86161,primaria,7173
86161,secundaria,5982
86161,terciario,25306
86168,jardin_infante,430
86168,jardin_maternal,864
86168,primaria,1746
86168,secundaria,1654
86168,terciario,5540
86175,jardin_infante,400
86175,jardin_maternal,783
86175,primaria,1602
86175,secundaria,1480
86175,terciario,4862
86182,jardin_infante,182
86182,jardin_maternal,351
